org.omp4j.benchmark.LevensteinMaster;10;200;dynamic;0.120560
org.omp4j.benchmark.LevensteinMaster;10;500;dynamic;0.138990
org.omp4j.benchmark.LevensteinMaster;10;700;dynamic;0.260201
org.omp4j.benchmark.LevensteinMaster;10;1000;dynamic;0.465134
org.omp4j.benchmark.LevensteinMaster;12;200;dynamic;0.092746
org.omp4j.benchmark.LevensteinMaster;12;500;dynamic;0.127373
org.omp4j.benchmark.LevensteinMaster;12;700;dynamic;0.222786
org.omp4j.benchmark.LevensteinMaster;12;1000;dynamic;0.468738
org.omp4j.benchmark.LevensteinMaster;14;200;dynamic;0.068662
org.omp4j.benchmark.LevensteinMaster;14;500;dynamic;0.122962
org.omp4j.benchmark.LevensteinMaster;14;700;dynamic;0.200987
org.omp4j.benchmark.LevensteinMaster;14;1000;dynamic;0.416335
org.omp4j.benchmark.LevensteinMaster;16;200;dynamic;0.093172
org.omp4j.benchmark.LevensteinMaster;16;500;dynamic;0.102686
org.omp4j.benchmark.LevensteinMaster;16;700;dynamic;0.186597
org.omp4j.benchmark.LevensteinMaster;16;1000;dynamic;0.381243
org.omp4j.benchmark.LevensteinMaster;18;200;dynamic;0.068040
org.omp4j.benchmark.LevensteinMaster;18;500;dynamic;0.103103
org.omp4j.benchmark.LevensteinMaster;18;700;dynamic;0.184031
org.omp4j.benchmark.LevensteinMaster;18;1000;dynamic;0.350253
org.omp4j.benchmark.LevensteinMaster;20;200;dynamic;0.072581
org.omp4j.benchmark.LevensteinMaster;20;500;dynamic;0.087940
org.omp4j.benchmark.LevensteinMaster;20;700;dynamic;0.173126
org.omp4j.benchmark.LevensteinMaster;20;1000;dynamic;0.316587
org.omp4j.benchmark.LevensteinMaster;22;200;dynamic;0.056476
org.omp4j.benchmark.LevensteinMaster;22;500;dynamic;0.079716
org.omp4j.benchmark.LevensteinMaster;22;700;dynamic;0.149838
org.omp4j.benchmark.LevensteinMaster;22;1000;dynamic;0.301962
org.omp4j.benchmark.LevensteinMaster;24;200;dynamic;0.072648
org.omp4j.benchmark.LevensteinMaster;24;500;dynamic;0.073641
org.omp4j.benchmark.LevensteinMaster;24;700;dynamic;0.135771
org.omp4j.benchmark.LevensteinMaster;24;1000;dynamic;0.279501
