org.omp4j.benchmark.Fibonacci;16;1000;dynamic;13.202651
org.omp4j.benchmark.Fibonacci;4;1000;dynamic;3.961380
org.omp4j.benchmark.Fibonacci;8;1000;dynamic;8.579993
org.omp4j.benchmark.Parallel;16;1000;dynamic;7.161333
org.omp4j.benchmark.Parallel;4;1000;dynamic;2.854243
org.omp4j.benchmark.Parallel;8;1000;dynamic;4.902406
org.omp4j.benchmark.Fibonacci;16;1000;dynamic;14.109769
org.omp4j.benchmark.Fibonacci;4;1000;dynamic;3.913415
org.omp4j.benchmark.Fibonacci;8;1000;dynamic;5.330011
org.omp4j.benchmark.Parallel;16;1000;dynamic;6.971391
org.omp4j.benchmark.Parallel;4;1000;dynamic;2.976427
org.omp4j.benchmark.Parallel;8;1000;dynamic;4.994112
org.omp4j.benchmark.Fibonacci;16;1000;dynamic;10.747995
org.omp4j.benchmark.Fibonacci;4;1000;dynamic;3.933816
org.omp4j.benchmark.Fibonacci;8;1000;dynamic;7.591232
org.omp4j.benchmark.Parallel;16;1000;dynamic;7.269982
org.omp4j.benchmark.Parallel;4;1000;dynamic;2.993828
org.omp4j.benchmark.Parallel;8;1000;dynamic;5.024103
org.omp4j.benchmark.Fibonacci;16;1000;dynamic;15.064658
org.omp4j.benchmark.Fibonacci;4;1000;dynamic;3.919903
org.omp4j.benchmark.Fibonacci;8;1000;dynamic;7.848642
org.omp4j.benchmark.Parallel;16;1000;dynamic;7.221583
org.omp4j.benchmark.Parallel;4;1000;dynamic;2.872646
org.omp4j.benchmark.Parallel;8;1000;dynamic;4.974454
org.omp4j.benchmark.Fibonacci;16;1000;dynamic;14.004233
org.omp4j.benchmark.Fibonacci;4;1000;dynamic;3.933278
org.omp4j.benchmark.Fibonacci;8;1000;dynamic;7.702180
org.omp4j.benchmark.Parallel;16;1000;dynamic;7.154902
org.omp4j.benchmark.Parallel;4;1000;dynamic;2.938639
org.omp4j.benchmark.Parallel;8;1000;dynamic;5.064617
