org.omp4j.benchmark.Fibonacci;10;1000;dynamic;8.769131
org.omp4j.benchmark.Fibonacci;10;20000;dynamic;9.952672
org.omp4j.benchmark.Fibonacci;11;1000;dynamic;9.943218
org.omp4j.benchmark.Fibonacci;11;20000;dynamic;10.533927
org.omp4j.benchmark.Fibonacci;12;1000;dynamic;9.706954
org.omp4j.benchmark.Fibonacci;12;20000;dynamic;12.040213
org.omp4j.benchmark.Fibonacci;13;1000;dynamic;11.156209
org.omp4j.benchmark.Fibonacci;13;20000;dynamic;12.275783
org.omp4j.benchmark.Fibonacci;14;1000;dynamic;11.055739
org.omp4j.benchmark.Fibonacci;14;20000;dynamic;13.893624
org.omp4j.benchmark.Fibonacci;15;1000;dynamic;12.355920
org.omp4j.benchmark.Fibonacci;15;20000;dynamic;14.178320
org.omp4j.benchmark.Fibonacci;16;1000;dynamic;13.609795
org.omp4j.benchmark.Fibonacci;16;20000;dynamic;15.599871
org.omp4j.benchmark.Fibonacci;17;1000;dynamic;13.111205
org.omp4j.benchmark.Fibonacci;17;20000;dynamic;16.397112
org.omp4j.benchmark.Fibonacci;18;1000;dynamic;14.905483
org.omp4j.benchmark.Fibonacci;18;20000;dynamic;16.735289
org.omp4j.benchmark.Fibonacci;19;1000;dynamic;14.937854
org.omp4j.benchmark.Fibonacci;19;20000;dynamic;18.327380
org.omp4j.benchmark.Fibonacci;1;1000;dynamic;0.987516
org.omp4j.benchmark.Fibonacci;1;20000;dynamic;1.000600
org.omp4j.benchmark.Fibonacci;20;1000;dynamic;15.161739
org.omp4j.benchmark.Fibonacci;20;20000;dynamic;18.236217
org.omp4j.benchmark.Fibonacci;21;1000;dynamic;14.427861
org.omp4j.benchmark.Fibonacci;21;20000;dynamic;19.534453
org.omp4j.benchmark.Fibonacci;22;1000;dynamic;14.797867
org.omp4j.benchmark.Fibonacci;22;20000;dynamic;19.562437
org.omp4j.benchmark.Fibonacci;23;1000;dynamic;15.599809
org.omp4j.benchmark.Fibonacci;23;20000;dynamic;21.451016
org.omp4j.benchmark.Fibonacci;24;1000;dynamic;16.218502
org.omp4j.benchmark.Fibonacci;24;20000;dynamic;21.754874
org.omp4j.benchmark.Fibonacci;25;1000;dynamic;17.337545
org.omp4j.benchmark.Fibonacci;25;20000;dynamic;21.738103
org.omp4j.benchmark.Fibonacci;26;1000;dynamic;16.775109
org.omp4j.benchmark.Fibonacci;26;20000;dynamic;22.858534
org.omp4j.benchmark.Fibonacci;27;1000;dynamic;15.723984
org.omp4j.benchmark.Fibonacci;27;20000;dynamic;22.540083
org.omp4j.benchmark.Fibonacci;28;1000;dynamic;17.235441
org.omp4j.benchmark.Fibonacci;28;20000;dynamic;23.646068
org.omp4j.benchmark.Fibonacci;29;1000;dynamic;18.678213
org.omp4j.benchmark.Fibonacci;29;20000;dynamic;23.795827
org.omp4j.benchmark.Fibonacci;2;1000;dynamic;1.861764
org.omp4j.benchmark.Fibonacci;2;20000;dynamic;2.003781
org.omp4j.benchmark.Fibonacci;30;1000;dynamic;17.522967
